"userId","movieId","rating","CB_predict","CF_predict","Hybrid_predict"
"1","1",5,4.14003041839431,4.54104512571145,4.34053777205288
"1","1035",5,3.84323815105979,4.53409714229566,4.18866764667772
"1","1097",4,3.97293432207602,4.50006463328191,4.23649947767897
"1","1207",4,4.33343715566737,4.81156974437584,4.57250345002161
"1","1566",4,3.44665216355407,3.64318051337225,3.54491633846316
"1","1907",4,3.50472088679918,4.0940443902925,3.79938263854584
"1","2018",4,3.50472088679918,4.32050058186234,3.91261073433076
"1","2321",3,3.66132768647573,3.76819204067927,3.7147598635775
"1","2762",4,4.25255954930825,4.58802055955572,4.42029005443198
"1","2797",4,3.8436201613307,4.23224986960954,4.03793501547012
"1","3105",5,3.72403501984647,4.02623315551642,3.87513408768144
"1","3408",4,3.81778722327514,4.28622431330291,4.05200576828903
"1","608",4,4.24058744141277,4.59367832199587,4.41713288170432
"1","720",3,4.12524257582124,4.43009303634803,4.27766780608463
"1","745",3,4.3482286169681,4.53986337307,4.44404599501905
"1","919",4,4.2400850299342,4.72729483905325,4.48368993449373
"10","1009",5,3.8133585570674,3.87167376174853,3.84251615940796
"10","1012",3,3.90320492058113,3.89310392244989,3.89815442151551
"10","1020",3,3.84392526775316,4.21967376770644,4.0317995177298
"10","1030",3,3.73881745338137,3.88277940147575,3.81079842742856
"10","1079",5,4.29503344994513,4.01319585457328,4.15411465225921
"10","1084",4,4.26731718958459,3.91425762938064,4.09078740948261
"10","1088",5,3.82412379356055,4.83083653874575,4.32748016615315
"10","1097",5,4.37449400927347,4.58194275423839,4.47821838175593
"10","110",4,4.50829658498811,4.19395172193817,4.35112415346314
"10","1101",4,3.84667416131967,4.31561015922682,4.08114216027324
"10","1124",5,3.90065089722794,4.10681919423725,4.00373504573259
"10","1198",5,4.80172972877974,4.46947461638249,4.63560217258112
"10","1201",2,4.35861876334022,3.61521105910556,3.98691491122289
"10","1203",3,4.52816744476507,4.36260768368582,4.44538756422545
"10","1215",4,4.12375695682885,3.87012940075421,3.99694317879153
"10","1221",3,4.66210812035366,3.34157175792172,4.00183993913769
"10","1230",4,4.50931071878909,3.68098799937386,4.09514935908147
"10","1234",4,4.61397354363617,4.27182725068627,4.44290039716122
"10","1243",5,4.15034357251854,4.38099178725297,4.26566767988576
"10","1253",5,4.33981059680099,4.47178546568825,4.40579803124462
"10","1259",3,4.45515190026811,4.20238745706029,4.3287696786642
"10","1265",5,4.34809501505528,3.9752961880881,4.16169560157169
"10","1283",3,4.29090404462704,4.15356523088709,4.22223463775706
"10","1345",3,3.86851835696228,3.52690767347838,3.69771301522033
"10","1374",4,4.17252880601956,4.02527620823833,4.09890250712895
"10","1411",4,4.09882372060693,4.37522867862655,4.23702619961674
"10","1517",3,4.03003069475335,3.46829022661131,3.74916046068233
"10","1690",4,3.49168477817585,3.48680000597308,3.48924239207447
"10","1831",5,3.13899473864181,3.8707235329414,3.50485913579161
"10","186",3,3.71577660835688,3.50733131902389,3.61155396369038
"10","1954",3,4.32140645559452,3.57254307874571,3.94697476717011
"10","1961",5,4.39706570687359,4.4128976685929,4.40498168773325
"10","2003",4,3.78230831113756,3.43561595447786,3.60896213280771
"10","2011",4,3.83317444200024,3.94680083463523,3.88998763831773
"10","2012",5,3.67818175136548,4.26115985360445,3.96967080248496
"10","2041",3,3.69894980235982,3.08175063650694,3.39035021943338
"10","2043",5,3.8920913101125,3.66131922766917,3.77670526889084
"10","2046",4,3.89297640365106,4.47071025503163,4.18184332934134
"10","2047",4,3.89448719756566,3.44830271938908,3.67139495847737
"10","2072",4,3.67405178817067,3.43057315752926,3.55231247284996
"10","2078",4,4.13532343120149,4.11664701795455,4.12598522457802
"10","2080",4,4.19115547320005,4.47613873448204,4.33364710384104
"10","2081",5,4.10513367431793,4.66302814137556,4.38408090784675
"10","2091",3,3.76078765276554,3.96426019808833,3.86252392542693
"10","2109",4,3.90017975134151,3.43381754714383,3.66699864924267
"10","2115",5,3.83506982387257,4.13613536929184,3.98560259658221
"10","2124",3,3.76055092930652,4.04532930886403,3.90294011908528
"10","2137",4,4.09656192784012,4.34818042799235,4.22237117791624
"10","223",2,4.32683215664893,3.73904057699262,4.03293636682077
"10","2252",5,3.81274617603863,3.87694969759051,3.84484793681457
"10","2324",5,4.61007452254603,4.73033514175897,4.6702048321525
"10","2355",4,4.22122833463093,4.62212065468602,4.42167449465848
"10","2393",4,3.82828228667437,4.40215240771721,4.11521734719579
"10","2396",5,4.50773178389408,4.92214238110925,4.71493708250166
"10","2423",5,3.90017975134151,3.83354339046356,3.86686157090253
"10","2470",5,3.89407989132552,4.08129779154387,3.98768884143469
"10","2529",4,4.00268548033117,3.36064888149742,3.68166718091429
"10","2571",5,4.65088492721728,4.6429001743647,4.64689255079099
"10","2640",5,3.83595491741114,3.97289199094833,3.90442345417973
"10","2657",4,3.78144133806271,4.21953686870337,4.00048910338304
"10","2693",5,3.99325130280943,4.54264311333345,4.26794720807144
"10","275",4,3.90017975134151,3.27012267460669,3.5851512129741
"10","2791",4,4.34530558660403,3.47630391538285,3.91080475099344
"10","2795",3,4.11410805690512,3.62108514273089,3.86759659981801
"10","2826",4,3.64076217862489,3.76264609714902,3.70170413788696
"10","2863",4,4.10563503288893,3.95460611860498,4.03012057574695
