"ID","PredictedProb"
0,0.201512664556503
1,0.972413063049316
2,0.842113733291626
7,0.736106693744659
10,0.77555376291275
11,0.542568922042847
13,0.938868701457977
14,0.578249931335449
15,0.967019081115723
16,0.845342814922333
17,0.685202777385712
18,0.855903923511505
19,0.985354065895081
20,0.835675537586212
25,0.984431982040405
26,0.853609144687653
29,0.941249787807465
38,0.949167013168335
41,0.915485084056854
44,0.48781231045723
45,0.274824798107147
47,0.597016453742981
48,0.609177708625793
49,0.90930187702179
50,0.963502109050751
53,0.567985773086548
56,0.421827644109726
59,0.817545294761658
60,0.68876588344574
64,0.890120923519135
65,0.996955871582031
66,0.582733929157257
68,0.982634246349335
69,0.589235126972198
70,0.926714539527893
71,0.44987478852272
72,0.589662373065948
76,0.847928881645203
80,0.81380033493042
82,0.792075037956238
83,0.995677411556244
85,0.876691877841949
86,0.92225980758667
87,0.897822141647339
89,0.977361500263214
97,0.797873258590698
99,0.558594167232513
101,0.729057967662811
102,0.0405759923160076
103,0.635226428508759
104,0.464685678482056
106,0.982675790786743
107,0.638301193714142
109,0.948707342147827
111,0.638482987880707
113,0.838339507579803
114,0.523153722286224
118,0.850228250026703
119,0.636646807193756
120,0.872532963752747
123,0.761959493160248
128,0.213033273816109
129,0.974118888378143
131,0.937546074390411
133,0.759382724761963
134,0.750264883041382
136,0.971650302410126
137,0.811936974525452
139,0.813049972057343
140,0.831611812114716
142,0.977323055267334
144,0.851473331451416
146,0.9367835521698
147,0.822697520256042
148,0.858188688755035
150,0.125731512904167
151,0.097322553396225
152,0.973457813262939
155,0.998554766178131
158,0.957160472869873
159,0.639762103557587
160,0.994591295719147
161,0.713625133037567
165,0.972109079360962
166,0.482749909162521
170,0.98971688747406
171,0.724973559379578
174,0.641798317432404
175,0.869286715984344
179,0.723933696746826
180,0.917447745800018
181,0.979940831661224
184,0.867798864841461
185,0.626281201839447
187,0.866728365421295
188,0.936890065670013
190,0.709574222564697
191,0.75369918346405
192,0.663390696048737
193,0.862513780593872
196,0.814810991287231
197,0.604350447654724
198,0.757177770137787
205,0.0957407355308533
211,0.911131083965302
213,0.792019486427307
214,0.846803486347198
217,0.440935432910919
218,0.915343046188354
221,0.778797030448914
222,0.532151818275452
225,0.860393762588501
229,0.868800640106201
236,0.667307555675507
237,0.8498215675354
238,0.771698653697968
239,0.950170636177063
242,0.84190833568573
245,0.931278467178345
246,0.75391948223114
247,0.982887983322144
248,0.993827879428864
254,0.91022390127182
255,0.449065685272217
257,0.993136167526245
259,0.715568602085114
264,0.788071691989899
270,0.602355539798737
272,0.983758628368378
274,0.519445419311523
275,0.466547906398773
278,0.757384836673737
280,0.255225300788879
281,0.20474573969841
282,0.326223790645599
283,0.562889039516449
284,0.994358003139496
286,0.172937333583832
287,0.914473712444305
288,0.924801290035248
289,0.915177166461945
290,0.525119066238403
291,0.748327732086182
294,0.495842844247818
295,0.27616673707962
297,0.538969039916992
299,0.757070302963257
305,0.822654843330383
307,0.554225325584412
308,0.808866739273071
313,0.673835754394531
314,0.78934633731842
315,0.78011417388916
316,0.926694691181183
317,0.923226118087769
319,0.52511739730835
322,0.902009963989258
323,0.88584440946579
324,0.825733602046967
326,0.929025590419769
327,0.901178181171417
329,0.983769118785858
330,0.0314508154988289
331,0.682508647441864
336,0.324704736471176
337,0.471578121185303
338,0.787922322750092
340,0.994619250297546
345,0.551824808120728
347,0.883323609828949
348,0.697600305080414
350,0.984021365642548
352,0.832920134067535
356,0.956244051456451
357,0.969983816146851
358,0.946754992008209
359,0.977719783782959
361,0.761698544025421
363,0.285952657461166
364,0.79134339094162
368,0.847683310508728
376,0.980446040630341
378,0.764714658260345
382,0.739470601081848
384,0.524224102497101
385,0.974908709526062
388,0.0426846258342266
389,0.987774968147278
391,0.773203909397125
392,0.723248720169067
395,0.992859721183777
396,0.909405648708344
397,0.815614342689514
399,0.78943544626236
404,0.972718119621277
407,0.115105263888836
409,0.81605327129364
410,0.869303464889526
413,0.337807565927505
414,0.593102633953094
416,0.753732204437256
418,0.225037708878517
419,0.951449334621429
420,0.951142728328705
422,0.98369562625885
423,0.705026686191559
427,0.593941390514374
429,0.984344303607941
430,0.612264633178711
431,0.857348740100861
432,0.539698898792267
433,0.910206615924835
434,0.0513200350105762
436,0.795177638530731
437,0.850768387317657
451,0.900673270225525
452,0.734269618988037
454,0.864493191242218
457,0.913350760936737
458,0.804282903671265
460,0.662489831447601
461,0.961397528648376
462,0.823042273521423
463,0.974276781082153
465,0.964718341827393
467,0.914966702461243
473,0.91250616312027
474,0.991168975830078
480,0.110019415616989
481,0.806724607944489
483,0.873026728630066
484,0.599363923072815
485,0.575586557388306
487,0.987458169460297
490,0.960258722305298
491,0.952742516994476
492,0.499059766530991
496,0.935993134975433
497,0.583826720714569
498,0.932883620262146
499,0.813209891319275
501,0.915094494819641
502,0.954084992408752
503,0.819387376308441
506,0.963085293769836
507,0.630644261837006
508,0.569866597652435
509,0.730787932872772
510,0.850992023944855
511,0.93476802110672
513,0.829566895961761
515,0.978275537490845
521,0.74714982509613
522,0.886557698249817
523,0.926327228546143
525,0.97179901599884
529,0.882186770439148
530,0.537272036075592
531,0.621656060218811
533,0.909184515476227
534,0.487386405467987
535,0.973804950714111
537,0.60868364572525
541,0.595147669315338
542,0.711828827857971
543,0.185646176338196
544,0.868266105651855
545,0.589149177074432
549,0.907735407352448
550,0.740887939929962
551,0.837053596973419
553,0.484064549207687
556,0.927546083927155
558,0.156992346048355
560,0.727481126785278
563,0.369105577468872
564,0.933572053909302
567,0.385757505893707
572,0.555011928081512
573,0.929851949214935
577,0.895439684391022
583,0.889133274555206
584,0.810502588748932
585,0.830230534076691
586,0.767798006534576
